Title,Rating,Year,Month,Runtime,Budget,Income,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Top_50_Director,Lead,Supporting
Fast & Furious Presents: Hobbs & Shaw,6.5,2019,8,137,200000000.0,760732926.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,418,1001
Downton Abbey,7.4,2019,9,122,13000000.0,194694725.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
Queen of Hearts,7.1,2019,11,127,2730000.0000000005,437005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Hellboy,5.2,2019,4,120,50000000.0,55065289.0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Brightburn,6.1,2019,5,90,6000000.0,33224654.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,536,1001
Toy Story 4,7.7,2019,6,100,200000000.0,1073394593.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1001
Booksmart,7.1,2019,5,102,6000000.0,24959607.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Yesterday,6.8,2019,6,116,26000000.0,154608668.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1001,1001
Charlie's Angels,4.9,2019,11,118,48000000.0,73279888.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,1001
Midway,6.7,2019,11,138,100000000.0,127420861.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1001,1001
X-Men: Dark Phoenix,5.7,2019,6,113,200000000.0,252442974.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,994,1001
Sound of Metal,7.7,2019,12,120,5400000.0,516520.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1001,1001
Jexi,6.0,2019,10,84,5000000.0,9341824.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1001,1001
Fighting with My Family,7.1,2019,2,108,11000000.0,41503392.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,1001
Zombieland: Double Tap,6.7,2019,10,99,42000000.0,122810399.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,552,1001
Vivarium,5.8,2019,3,97,4000000.0,487625.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1001,1001
The Peanut Butter Falcon,7.6,2019,8,97,6200000.0,133031473.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Cold Pursuit,6.2,2019,2,119,60000000.0,76419755.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,1001
Angel Has Fallen,6.4,2019,8,121,40000000.0,146661977.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,506,1001
Rocketman,7.3,2019,5,121,40000000.0,195320400.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,947,1001
Rambo: Last Blood,6.1,2019,9,89,50000000.0,91490353.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,161,1001
The Goldfinch,6.4,2019,9,149,45000000.0,9932621.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Richard Jewell,7.5,2019,12,131,45000000.0,44655962.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Godzilla: King of the Monsters,6.0,2019,5,132,170000000.0,386600138.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Waves,7.5,2019,11,135,6000000.0,2576990.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1001,1001
The Informer,6.6,2019,8,113,60000000.0,2927708.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
The Art of Racing in the Rain,7.5,2019,8,109,18000000.0,33766787.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,121,1001
Late Night,6.5,2019,6,102,4000000.0,22386555.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1001
The Outpost,6.8,2019,7,123,18000000.0,2327336.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Motherless Brooklyn,6.8,2019,11,144,26000000.0,18477736.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,514,1001
The Grinch,6.3,2018,11,85,75000000.0,513488839.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274,1001
Spider-Man: Into the Spider-Verse,8.4,2018,12,117,90000000.0,384256930.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Black Panther,7.3,2018,2,134,200000000.0,1382248826.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91,1001
Hereditary,7.3,2018,6,127,10000000.0,82530552.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,239,1001
Avengers: Infinity War,8.4,2018,4,149,321000000.0,2048359754.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,1001
A Quiet Place,7.5,2018,4,90,17000000.0,340952971.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,791,1001
The Nutcracker and the Four Realms,5.6,2018,11,99,120000000.0,173961069.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Suspiria,6.7,2018,11,152,20000000.0,7942093.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1001,1001
Deadpool 2,7.7,2018,5,119,110000000.0,785896609.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,1001
Annihilation,6.8,2018,2,115,40000000.0,43070915.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1001
Green Book,8.2,2018,11,130,23000000.0,321752656.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1001
Red Sparrow,6.6,2018,3,140,69000000.0,151572634.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,185,1001
A Star Is Born,7.6,2018,10,136,36000000.0,436233122.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1001,1001
Mile 22,6.1,2018,8,94,50000000.0,66308758.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,155,1001
Aquaman,6.8,2018,12,143,160000000.0,1148528393.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Ready Player One,7.4,2018,3,140,175000000.0,582918849.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1001,1001
Mission: Impossible - Fallout,7.7,2018,7,147,178000000.0,791657398.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83,1001
Peppermint,6.5,2018,9,101,25000000.0,53918723.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,495,1001
Bohemian Rhapsody,7.9,2018,11,134,52000000.0,910809311.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1001,1001
Solo: A Star Wars Story,6.9,2018,5,135,275000000.0,392924807.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,1001
Bumblebee,6.7,2018,12,114,135000000.0,467989645.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,678,1001
Fifty Shades Freed,4.5,2018,2,105,55000000.0,371985018.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,728,1001
Crazy Rich Asians,6.9,2018,8,120,30000000.0,238843729.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
The Favourite,7.5,2018,12,119,15000000.0,95918706.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,1001
Venom,6.6,2018,10,112,100000000.0,856085151.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,269,1001
Instant Family,7.3,2018,11,118,48000000.0,120989656.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1001
A Simple Favor,6.8,2018,9,117,20000000.0,97644617.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,277,1001
Incredibles 2,7.6,2018,6,118,200000000.0,1243089244.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Climax,6.9,2018,9,97,2756000.0,1699164.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1001,1001
The Meg,5.6,2018,8,113,130000000.0,530517320.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,467,1001
Den of Thieves,7.0,2018,1,140,30000000.0,80509622.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,1001
The Witch: Part 1 - The Subversion,7.1,2018,6,125,5500000.0,24343708.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1001,1001
Sicario: Day of the Soldado,7.0,2018,6,122,35000000.0,75837743.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,1001
Bad Times at the El Royale,7.1,2018,10,141,32000000.0,31882724.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101,1001
Mid90s,7.3,2018,10,85,1700000.0,9303022.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Ocean's Eight,6.3,2018,6,110,70000000.0,297795726.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1001
Beautiful Boy,7.3,2018,10,120,25000000.0,31711319.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1001
Fantastic Beasts: The Crimes of Grindelwald,6.5,2018,11,134,200000000.0,654855901.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,519,1001
Robin Hood,5.3,2018,11,116,100000000.0,86493046.0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,1001
The House That Jack Built,6.8,2018,10,152,9222000.0,3081913.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,754,1001
The Happytime Murders,5.4,2018,8,91,40000000.0,27506452.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,1001
Capernaum,8.4,2018,9,126,4000000.0,64417003.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Game Night,6.9,2018,2,100,37000000.0,117768230.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,1001
Night School,5.6,2018,9,111,29000000.0,103105878.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,1001
Maze Runner: The Death Cure,6.2,2018,1,143,62000000.0,288175335.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,1001
Jurassic World: Fallen Kingdom,6.1,2018,6,128,170000000.0,1310466296.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,374,1001
Tomb Raider,6.3,2018,3,119,94000000.0,274650803.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,486,1001
Sorry to Bother You,6.9,2018,7,112,3200000.0,18170707.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
The Predator,5.3,2018,9,107,88000000.0,160542134.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,1001
The Equalizer 2,6.7,2018,7,121,62000000.0,190400157.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1001
Hunter Killer,6.6,2018,10,121,40000000.0,31676128.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,506,1001
Mandy,6.5,2018,9,121,6000000.0,1653784.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,118,1001
Under the Silver Lake,6.5,2018,4,139,8500000.0,2053469.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,452,1001
BlacKkKlansman,7.5,2018,8,135,15000000.0,93413709.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Vice,7.2,2018,12,132,60000000.0,76073488.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,1001
First Man,7.3,2018,10,141,59000000.0,105713218.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,254,1001
12 Strong,6.5,2018,1,130,35000000.0,67450815.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,315,1001
High Life,5.8,2018,4,113,8480000.0,2133033.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,501,1001
The Nun,5.3,2018,9,96,22000000.0,365582797.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1001,1001
Ant-Man and the Wasp,7.0,2018,7,118,162000000.0,622674139.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,1001
Upgrade,7.5,2018,6,100,5000000.0,16706680.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1001,1001
Widows,6.8,2018,11,129,42000000.0,75984700.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22,1001
Truth or Dare,5.2,2018,4,100,3500000.0,95330710.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1001,1001
Mamma Mia! Here We Go Again,6.6,2018,7,114,75000000.0,402264843.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1001,1001
Mary Queen of Scots,6.3,2018,12,124,25000000.0,46712809.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,535,1001
Mortal Engines,6.1,2018,12,128,100000000.0,83869818.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Creed II,7.1,2018,11,130,50000000.0,214215889.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1001,1001
Mary Poppins Returns,6.7,2018,12,130,130000000.0,349546142.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,791,1001
Overlord,6.6,2018,11,110,38000000.0,41657844.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1001,1001
Searching,7.6,2018,8,102,880000.0,75462037.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1001,1001
Trautmann,7.2,2018,10,120,11.66,1916514.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
Rampage,6.1,2018,4,107,120000000.0,428028233.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,418,1001
The Mule,7.0,2018,12,116,50000000.0,174804407.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,123,1001
The Possession of Hannah Grace,5.2,2018,11,86,7700000.0,43016528.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1001,1001
The Girl in the Spider's Web,6.1,2018,11,115,43000000.0,35164920.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,1001
Pacific Rim: Uprising,5.6,2018,3,111,150000000.0,290930148.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
A Bad Moms Christmas,5.6,2017,11,104,28000000.0,130560428.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,1001
Blade Runner 2049,8.0,2017,10,164,150000000.0,267770708.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,58,1001
Murder on the Orient Express,6.5,2017,11,114,55000000.0,352794081.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,561,1001
Get Out,7.7,2017,2,104,4500000.0,255745157.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1001,1001
Beauty and the Beast,7.1,2017,3,129,160000000.0,1305611599.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,249,1001
Call Me by Your Name,7.8,2017,1,132,4240000.0,43143046.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
Logan,8.1,2017,3,137,97000000.0,619179950.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,417,1001
Transformers: The Last Knight,5.2,2017,6,154,217000000.0,605425157.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,155,1001
The Shape of Water,7.3,2017,12,123,19400000.0,195333312.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,498,1001
"Three Billboards Outside Ebbing, Missouri",8.1,2017,12,115,15000000.0,161570515.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1001
Wind River,7.7,2017,8,107,11000000.0,44202682.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,595,1001
It,7.3,2017,9,135,35000000.0,701842551.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1001,1001
Dunkirk,7.8,2017,7,106,100000000.0,527016307.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1001,1001
Guardians of the Galaxy Vol. 2,7.6,2017,5,136,200000000.0,863756051.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,374,1001
Daddy's Home 2,6.0,2017,11,100,69000000.0,180613824.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,1001
Wonder Woman,7.4,2017,6,141,149000000.0,822854286.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,743,1001
The Star,6.2,2017,11,86,20000000.0,63581097.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
The Greatest Showman,7.5,2017,12,105,84000000.0,435732529.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,417,1001
Baby Driver,7.6,2017,6,113,34000000.0,226945087.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Star Wars: Episode VIII - The Last Jedi,6.9,2017,12,152,317000000.0,1332698830.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Mother!,6.6,2017,9,121,30000000.0,44516999.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,185,1001
Spider-Man: Homecoming,7.4,2017,7,133,175000000.0,880166924.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,1001
Baywatch,5.5,2017,5,116,69000000.0,177856751.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,1001
Thor: Ragnarok,7.9,2017,11,130,180000000.0,853983879.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,1001
Coco,8.4,2017,11,105,175000000.0,807817888.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Jumanji: Welcome to the Jungle,6.9,2017,12,119,90000000.0,995339117.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,1001
The Snowman,5.1,2017,10,119,35000000.0,43155261.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,225,1001
The Post,7.2,2017,1,116,50000000.0,187795262.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,1001
Pirates of the Caribbean: Dead Men Tell No Tales,6.5,2017,5,129,230000000.0,794881442.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,1001
Justice League,6.1,2017,11,120,300000000.0,657926987.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,424,1001
Lady Bird,7.4,2017,12,94,10000000.0,78989044.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,1001
John Wick: Chapter 2,7.4,2017,2,122,40000000.0,171547802.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,415,1001
Life,6.6,2017,3,104,58000000.0,100541806.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,253,1001
Phantom Thread,7.4,2017,1,130,35000000.0,47779793.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1001,1001
Molly's Game,7.4,2017,1,140,30000000.0,59284015.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,1001
Alien: Covenant,6.4,2017,5,122,97000000.0,240891763.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,225,1001
King Arthur: Legend of the Sword,6.7,2017,5,126,175000000.0,148675066.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,502,1001
Power Rangers,5.9,2017,3,124,100000000.0,142337240.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Wonder,7.9,2017,11,113,20000000.0,315025930.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Atomic Blonde,6.7,2017,7,115,30000000.0,100014025.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,193,1001
The Mummy,5.4,2017,6,110,125000000.0,409231607.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83,1001
Logan Lucky,7.0,2017,8,118,29000000.0,48453605.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,1001
Hostiles,7.2,2017,1,134,39000000.0,35669017.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1001,1001
Kingsman: The Golden Circle,6.7,2017,9,141,104000000.0,410902662.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,1001
Valerian and the City of a Thousand Planets,6.4,2017,7,136,177200000.0,225973340.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
American Made,7.1,2017,9,115,50000000.0,134866593.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1001
Fifty Shades Darker,4.6,2017,2,118,55000000.0,381545846.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,728,1001
Suburbicon,5.8,2017,10,105,25000000.0,12768857.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,1001
Ghost in the Shell,6.3,2017,3,107,110000000.0,169846945.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,1001
Paddington 2,7.8,2017,1,103,40000000.0,227994792.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
"I, Tonya",7.5,2017,1,119,11000000.0,53939297.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,1001
War for the Planet of the Apes,7.4,2017,7,140,150000000.0,490719763.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,1001
American Assassin,6.2,2017,9,111,33000000.0,67234188.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1001,1001
Disobedience,6.6,2017,4,114,6000000.0,8003180.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,331,1001
"Roman J. Israel, Esq.",6.5,2017,11,122,22000000.0,13025860.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1001
Gifted,7.6,2017,4,101,7000000.0,43069254.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,1001
Darkest Hour,7.4,2017,12,125,30000000.0,150847274.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,220,1001
Good Time,7.3,2017,8,102,4500000.0,3283369.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,501,1001
Kong: Skull Island,6.6,2017,3,118,185000000.0,566652812.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,511,1001
The Big Sick,7.5,2017,7,120,5000000.0,56411585.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
Okja,7.3,2017,6,120,50000000.0,2049823.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,1001
The Circle,5.3,2017,4,110,18000000.0,40656399.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,249,1001
The Fate of the Furious,6.6,2017,4,136,250000000.0,1236005118.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,423,1001
The Shack,6.2,2017,3,132,20000000.0,96942115.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,910,1001
The Dark Tower,5.6,2017,8,95,60000000.0,113231078.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,554,1001
Pitch Perfect 3,5.8,2017,12,93,45000000.0,185400345.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,277,1001
First Reformed,7.1,2017,5,113,3500000.0,3862498.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,359,1001
Only the Brave,7.6,2017,10,134,38000000.0,26351322.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,1001
Finding Your Feet,6.7,2017,3,111,6534000.0,15775555.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,600,1001
